X,Y,FID,OBJECTID,CITY_NAME,GMI_ADMIN,ADMIN_NAME,FIPS_CNTRY,CNTRY_NAME,STATUS,POP,POP_RANK,POP_CLASS,PORT_ID,LABEL_FLAG,POP_SOURCE
2714302.97012393,5638855.06716939,2098,1598,Rimnicu Vilcea,ROM-VIL,Vilcea,RO,Romania,Provincial capital,0,0, ,0,0, 
2590849.87655721,5628608.59029351,2099,1599,Targu Jiu,ROM-GOR,Gorj,RO,Romania,Provincial capital,0,0, ,0,0, 
2728775.05556566,5964629.00101382,2100,1600,Bistrita,ROM-BNA,Bistrita-Nasaud,RO,Romania,Provincial capital,0,0, ,0,0, 
2734786.30424886,5867795.80575991,2101,1601,Targu-Mures,ROM-MUR,Mures,RO,Romania,Provincial capital,0,0, ,0,0, 
2968556.90829783,6064701.67884158,2102,1602,Botosani,ROM-BTS,Botosani,RO,Romania,Provincial capital,0,0, ,0,1, 
2929557.90177955,6048822.92206062,2103,1603,Suceava,ROM-SUC,Suceava,RO,Romania,Provincial capital,0,0, ,0,1, 
3070636.98023917,5969866.50526416,2104,1604,Iasi,ROM-IAS,Iasi,RO,Romania,Provincial capital,0,0, ,0,1, 
2936941.72222794,5932286.68401755,2105,1605,Piatra-Neamt,ROM-NEA,Neamt,RO,Romania,Provincial capital,0,0, ,0,0, 
3087261.10877307,5882428.05758706,2106,1606,Vaslui,ROM-VAS,Vaslui,RO,Romania,Provincial capital,0,0, ,0,1, 
2997277.66254213,5872329.98366094,2107,1607,Bacau,ROM-BAC,Bacau,RO,Romania,Provincial capital,0,0, ,0,1, 
2841318.71906255,5838389.33186485,2108,1608,Miercurea-Cuic,ROM-HRG,Harghita,RO,Romania,Provincial capital,0,0, ,0,0, 
2871263.76996249,5759220.66472068,2109,1609,Sfintu-Gheorghe,ROM-CVS,Covasna,RO,Romania,Provincial capital,0,0, ,0,0, 
2851003.85247674,5725393.47365585,2110,1610,Brasov,ROM-BRS,Brasov,RO,Romania,Provincial capital,0,0, ,0,1, 
3026665.68241178,5732563.20395993,2111,1611,Focsani,ROM-VRN,Vrancea,RO,Romania,Provincial capital,0,0, ,0,0, 
3122512.08379481,5690000.67989968,2112,1612,Galati,ROM-GAL,Galati,RO,Romania,Provincial capital,0,0, ,43600,1, 
3113495.21077001,5667608.02357778,2113,1613,Braila,ROM-BRA,Braila,RO,Romania,Provincial capital,0,0, ,43590,1, 
2985922.41237954,5644850.59278315,2114,1614,Buzau,ROM-BUZ,Buzau,RO,Romania,Provincial capital,0,0, ,0,1, 
2813707.034637,7301655.64421782,2115,1615,Vilnius,LTU,Lithuania,LH,Lithuania,National capital,549808,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
2553669.26189686,7189686.70043041,2116,1616,Suwalki,POL-SWL,Suwalki,PL,Poland,Provincial capital,0,0, ,0,1, 
2653968.0245738,7108280.88473706,2117,1617,Hrodna,BLR-GRD,Grodno,BO,Belarus,Provincial capital,370919,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
2578047.90786385,7007080.14251049,2118,1618,Bialystok,POL-BLY,Bialystok,PL,Poland,Provincial capital,294683,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
2638606.27005315,6817501.4140869,2119,1619,Brest,BLR-BRS,Brest,BO,Belarus,Provincial capital,347576,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
2574486.22883448,6805551.4764499,2120,1620,Biala Podlaska,POL-BPD,Biala Podlaska,PL,Poland,Provincial capital,0,0, ,0,1, 
2513371.83037894,6664213.59400499,2121,1621,Lublin,POL-LBL,Lublin,PL,Poland,Provincial capital,341493,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
2615563.13167938,6644852.9752919,2122,1622,Chelm,POL-CHL,Chelm,PL,Poland,Provincial capital,0,0, ,0,1, 
2589290.95232481,6572968.31621117,2123,1623,Zamosc,POL-ZMS,Zamosc,PL,Poland,Provincial capital,0,0, ,0,1, 
3395479.06292012,6524253.90625532,2124,1624,Kyiv,UKR-KYV,Kyiv,UP,Ukraine,National and provincial capital,2893215,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
3190750.83507319,6490033.41928333,2125,1625,Zhytomyra,UKR-ZTM,Zhitomir,UP,Ukraine,Provincial capital,265679,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
3571241.06928027,6350537.82956055,2126,1626,Cherkasy,UKR-CHK,Cherkassy,UP,Ukraine,Provincial capital,276363,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
3170602.11010344,6314488.9825703,2127,1627,Vinnytsya,UKR-VNT,Vinnitsa,UP,Ukraine,Provincial capital,370017,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
3591723.40864116,6191788.24434589,2128,1628,Kirovohrad,UKR-KVG,Kirovograd,UP,Ukraine,Provincial capital,225489,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
3209340.61738898,5942073.75818788,2129,1629,Chisinau,MDA,Moldova,MD,Moldova,National capital,0,0, ,0,0, 
3421219.24613988,5855450.93989383,2130,1630,Odesa,UKR-ODS,Odessa,UP,Ukraine,Provincial capital,993831,3,"500,000 to 999,999",43650,0,UN_Data_2010_2020
3206669.62062411,5649903.45809896,2131,1631,Tulcea,ROM-TUL,Tulcea,RO,Romania,Provincial capital,0,0, ,0,1, 
3314983.38154531,9002350.57396339,2132,1632,Joensuu,FIN-PKR,Pohjois-Karjala,FI,Finland,Provincial capital,0,0, ,0,0, 
3037352.67218495,8786006.85254762,2133,1633,Mikkeli,FIN-MKK,Mikkeli,FI,Finland,Provincial capital,0,0, ,0,1, 
2724210.50699168,8625133.47036462,2134,1634,Hameenlinna,FIN-HAM,Hame,FI,Finland,Provincial capital,0,0, ,0,0, 
2973232.64938781,8597406.36919858,2135,1635,Kouvola,FIN-KYM,Kymi,FI,Finland,Provincial capital,0,0, ,0,0, 
2780393.67578792,8443598.846846,2136,1636,Helsinki,FIN-UUS,Uusimaa,FI,Finland,National and provincial capital,639227,3,"500,000 to 999,999",28190,0,UN_Data_2010_2020
2755157.43267217,8270995.04444193,2137,1637,Tallinn,EST,Estonia,EN,Estonia,National capital,430805,4,"250,000 to 499,999",28480,0,UN_Data_2010_2020
2677233.56640116,7735631.16967728,2138,1638,Riga,LVA,Latvia,LG,Latvia,National capital,632614,3,"500,000 to 999,999",28610,0,UN_Data_2010_2020
3562224.19625549,9100250.89520724,2139,1639,Karelia,RUS-KRL,Respublika Kareliya,RS,Russia,Other,0,0, ,0,0, 
2859797.30886236,10012539.4377593,2140,1640,Rovaniemi,FIN-LAP,Lappi,FI,Finland,Provincial capital,0,0, ,0,0, 
2820279.34867139,9601262.67610696,2141,1641,Oulu,FIN-OUL,Oulu,FI,Finland,Provincial capital,201168,5,"100,000 to 249,999",27520,1,UN_Data_2010_2020
3082659.4960271,9074061.98197539,2142,1642,Kuopio,FIN-KUO,Kuopio,FI,Finland,Provincial capital,117975,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
2866254.39605983,8917471.14961707,2143,1643,Jyvaskyla,FIN-KSU,Keski-Suomi,FI,Finland,Provincial capital,139519,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
3367414.52136719,8381207.16708026,2144,1644,Saint Petersburg,RUS-SPT,Leningradskaya oblast',RS,Russia,Provincial capital,4990602,2,"1,000,000 to 4,999,999",28370,0,UN_Data_2010_2020
3481961.95284669,8083539.62572487,2145,1645,Novgorod,RUS-NVG,Novgorodskaya oblast',RS,Russia,Provincial capital,1246000,2,"1,000,000 to 4,999,999",0,0,UN_Habitat_2020
3155462.7774579,7928972.58108472,2146,1646,Pskov,RUS-PSK,Pskovskaya oblast',RS,Russia,Provincial capital,205062,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
4524709.87538492,9483230.89866664,2147,1647,Arkangel'sk,RUS-ARK,Arkhangel'skaya oblast',RS,Russia,Provincial capital,357264,4,"250,000 to 499,999",62800,0,UN_Data_2010_2020
4439087.60374242,8229613.32618113,2148,1648,Vologda,RUS-VLG,Vologodskaya oblast',RS,Russia,Provincial capital,313679,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4557976.14873516,7917277.98597996,2149,1649,Kostroma,RUS-KST,Kostromskaya oblast',RS,Russia,Provincial capital,270366,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4436972.64324379,7885210.1094304,2150,1650,Yaroslavl,RUS-YRS,Yaroslavskaya oblast',RS,Russia,Provincial capital,597161,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
4566325.77455615,7762572.38577778,2151,1651,Ivanovo,RUS-IVN,Ivanovskaya oblast',RS,Russia,Provincial capital,408952,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
3998225.34139162,7732916.0642998,2152,1652,Tver,RUS-TVR,Tverskaya oblast',RS,Russia,Provincial capital,407896,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4891453.39136534,7616298.6055062,2153,1653,Gor'kiy,RUS-NZN,Nizhegorodskaya oblast',RS,Russia,Provincial capital,0,0, ,0,0, 
3821932.33366074,8807871.24357392,2154,1654,Petrozavodsk,RUS-KRL,Respublika Kareliya,RS,Russia,Provincial capital,267102,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4494413.15696832,7587735.83984921,2155,1655,Vladimir,RUS-VLD,Vladimirskaya oblast',RS,Russia,Provincial capital,349525,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4419940.7535532,7284426.71536506,2156,1656,Ryazan,RUS-RYZ,Ryazanskaya oblast',RS,Russia,Provincial capital,526919,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
4610519.49425866,6931740.09310447,2157,1657,Tambov,RUS-TMB,Tambovskaya oblast',RS,Russia,Provincial capital,281348,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4414931.37965054,6912832.58375943,2158,1658,Lipetsk,RUS-LPT,Lipetskaya oblast',RS,Russia,Provincial capital,508585,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
4951936.61202504,6225796.61333949,2159,1659,Volgograd,RUS-VGG,Volgogradskaya oblast',RS,Russia,Provincial capital,1018762,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
4418048.21492968,5980024.9428666,2160,1660,Rostov-on-Don,RUS-RSV,Rostovskaya oblast',RS,Russia,Provincial capital,1100091,2,"1,000,000 to 4,999,999",44070,0,UN_Data_2010_2020
4671300.27832308,5630815.2457836,2161,1661,Stavropol,RUS-STV,Stavropol'skiy kray,RS,Russia,Provincial capital,408560,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4923995.29226458,5823240.19563356,2162,1662,Elista,RUS-KLM,Kalmykiya-Khal'mg Tangch,RS,Russia,Provincial capital,108753,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
4075406.81892923,6550315.09723561,2163,1663,Belgorod,RUS-BLG,Belgorodskaya oblast',RS,Russia,Provincial capital,369815,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4030690.11123315,6444487.41048728,2164,1664,Kharkiv,UKR-KKV,Khar'kov,UP,Ukraine,Provincial capital,1430515,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
3846199.76869017,6376086.17594585,2165,1665,Poltava,UKR-PLT,Poltava,UP,Ukraine,Provincial capital,282523,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
4369289.94665322,6212867.58035674,2166,1666,Luhans'k,UKR-LHN,Lugansk,UP,Ukraine,Provincial capital,403254,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
3911544.08814295,6177517.19960097,2167,1667,Dnipropetrovs'k,UKR-DNP,Dnepropetrovsk,UP,Ukraine,Provincial capital,990381,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
4200869.66748449,6113536.29021091,2168,1668,Donets'k,UKR-DNT,Donetsk,UP,Ukraine,Provincial capital,910252,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
3913659.04864158,6082599.75051626,2169,1669,Zaporiyhzhya,UKR-ZPR,Zaporozh'ye,UP,Ukraine,Provincial capital,741496,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
4337118.72431709,5627348.09910491,2170,1670,Krasnodar,RUS-KSN,Krasnodarskiy kray,RS,Russia,Provincial capital,861181,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
4196744.95199734,7508807.06543224,2171,1671,Moscow,RUS-MSC,Moskovskaya oblast',RS,Russia,National and provincial capital,11918057,1,"5,000,000 and greater",0,0,UN_Data_2010_2020
4038448.64456557,7270026.52024538,2172,1672,Kaluga,RUS-KLG,Kaluzhskaya oblast',RS,Russia,Provincial capital,344766,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4186614.99325445,7210218.11887768,2173,1673,Tula,RUS-TUL,Tul'skaya oblast',RS,Russia,Provincial capital,496656,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
3834734.30235409,7030677.42062179,2174,1674,Klintsy,RUS-BRY,Bryanskaya oblast',RS,Russia,Provincial capital,0,0, ,0,0, 
4017742.88856552,6982072.54175911,2175,1675,Orel,RUS-ORL,Orlovskaya oblast',RS,Russia,Provincial capital,318642,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4026870.97252786,6753609.33061276,2176,1676,Kursk,RUS-KRS,Kurskaya oblast',RS,Russia,Provincial capital,425950,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
4371404.90715183,6748756.76401759,2177,1677,Voronezh,RUS-VRN,Voronezhskaya oblast',RS,Russia,Provincial capital,997447,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
3877625.59957914,6612453.88983713,2178,1678,Sumy,UKR-SUM,Sumy,UP,Ukraine,Provincial capital,263681,4,"250,000 to 499,999",0,1,UN_Data_2010_2020
5651318.78453334,8780533.09035941,2179,1679,Syktyvkar,RUS-KOM,Respublika Komi,RS,Russia,Provincial capital,255283,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
5532578.51465015,8101553.11912861,2180,1680,Vyatka,RUS-KRV,Kirovskaya oblast',RS,Russia,Provincial capital,0,0, ,0,0, 
6259768.74537804,7967367.74508838,2181,1681,Perm',RUS-PER,Permskaya oblast',RS,Russia,Provincial capital,1007285,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
5925907.78172262,7729522.178696,2182,1682,Izevsk,RUS-UDM,Udmurtskaya Respublika,RS,Russia,Provincial capital,631182,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
5328493.47545401,7685540.44694222,2183,1683,Yaskar-Ola,RUS-MRL,Respublika Mariy-El,RS,Russia,Provincial capital,265626,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
6085502.53257558,8184061.26714197,2184,1684,Kudymkar,RUS-KMP,Komi-Permyatskiy avton. okrug,RS,Russia,Provincial capital,0,0, ,0,0, 
5903607.03208225,10334114.0422949,2185,1685,Nar'yan Mar,RUS-NEN,Nenetskiy avtonomnyy okrug,RS,Russia,Provincial capital,0,0, ,0,0, 
7128900.68079926,10301451.2697678,2186,1686,Vorkuta,RUS-KOM,Respublika Komi,RS,Russia,Other,0,0, ,0,0, 
5194071.85546368,8685761.35637692,2187,1687,Kotlas,RUS-ARK,Arkhangel'skaya oblast',RS,Russia,Other,0,0, ,0,0, 
7411651.95657828,10034621.5987328,2188,1688,Salekhard,RUS-YMN,Yamalo-Nenetskiy avtonomnyy okrug,RS,Russia,Provincial capital,0,0, ,0,0, 
7295137.85813128,7790839.37642301,2189,1689,Tyumen,RUS-TYU,Tyumenskaya oblast',RS,Russia,Provincial capital,644799,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
6747088.95780357,7728818.67653517,2190,1690,Sverdlovsk,RUS-SVD,Sverdlovskaya oblast',RS,Russia,Provincial capital,0,0, ,0,0, 
6244578.31133434,7327395.70534254,2191,1691,Ufa,RUS-BSK,Respublika Bashkortostan,RS,Russia,Provincial capital,1084420,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
6134483.22272718,6760804.55795428,2192,1692,Orenburg,RUS-ORB,Orenburgskaya oblast',RS,Russia,Provincial capital,571041,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
5716923.58479731,6660834.31688122,2193,1693,Ural'sk,KAZ-URL,Ural'sk,KZ,Kazakhstan,Provincial capital,234170,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
5259845.98667646,7588334.74302643,2194,1694,Ceboksary,RUS-CHV,Chuvashskaya Respublika,RS,Russia,Provincial capital,473189,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
5470847.95196745,7505448.64150348,2195,1695,Kazan',RUS-TRT,Respublika Tatarstan,RS,Russia,Provincial capital,1168745,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
5383633.70781991,7228132.75776886,2196,1696,Ul'yanovsk,RUS-ULY,Ul'yanovskaya oblast',RS,Russia,Provincial capital,637637,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
5027967.92125098,7205462.03667263,2197,1697,Saransk,RUS-MRD,Respublika Mordoviya,RS,Russia,Provincial capital,326473,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
5582672.27209829,7020078.36192154,2198,1698,Kuybyskev,RUS-SAM,Samarskaya oblast',RS,Russia,Provincial capital,0,0, ,0,0, 
5009710.75856222,7019521.42035396,2199,1699,Penza,RUS-PNZ,Penzenskaya oblast',RS,Russia,Provincial capital,519948,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
5115464.71523456,6708609.49009135,2200,1700,Saratov,RUS-SRT,Saratovskaya oblast',RS,Russia,Provincial capital,838321,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
5781192.8958896,5961139.07316195,2201,1701,Atyrau,KAZ-GRV,Gur'yev,KZ,Kazakhstan,Provincial capital,280210,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
5343335.26311636,5820502.96307356,2202,1702,Astrakhan,RUS-AST,Astrakhanskaya oblast',RS,Russia,Provincial capital,526363,3,"500,000 to 999,999",0,0,UN_Data_2010_2020
7272836.11372685,7447537.67249038,2203,1703,Kurgan,RUS-KUR,Kurganskaya oblast',RS,Russia,Provincial capital,326729,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
6834237.08698425,7390058.28095076,2204,1704,Chelyabinsk,RUS-CHL,Chelyabinskaya oblast',RS,Russia,Provincial capital,1149829,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
7081033.07636575,7020449.64718109,2205,1705,Kostanay,KAZ-KST,Kustanay,KZ,Kazakhstan,Provincial capital,245650,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
6370925.81830508,6493341.74307523,2206,1706,Aktyubinsk,KAZ-AKB,Aktyubinsk,KZ,Kazakhstan,Provincial capital,0,0, ,0,1, 
7068675.93300108,6381755.80704927,2207,1707,Turgay,KAZ-TRG,Turgay,KZ,Kazakhstan,Provincial capital,0,0, ,0,1, 
5905833.20351844,4378507.41829788,2208,1708,Sari,IRN-MZN,Mazandaran,IR,Iran,Provincial capital,309820,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
5944015.67453774,4241887.36865194,2209,1709,Semnan,IRN-SMN,Semnan,IR,Iran,Provincial capital,185129,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
5046557.72198833,1737766.68309642,2210,1710,Marib,YEM-MRB,Ma'rib,YM,Yemen,Provincial capital,0,0, ,0,0, 
5565975.02840598,1689200.47684133,2211,1711,Al Mukalla,YEM-HDH,Hadhramaut,YM,Yemen,Provincial capital,0,0, ,0,0, 
5209752.21080676,1637393.56380985,2212,1712,'Ataq,YEM-ATQ,'Ataq,YM,Yemen,Provincial capital,0,0, ,0,1, 
5073274.74509313,1571807.15831785,2213,1713,Al Bayda,YEM-ABD,Al Bayda',YM,Yemen,Provincial capital,0,0, ,0,0, 
5013996.77319952,1433039.15750585,2214,1714,Aden,YEM-ADN,Aden,YM,Yemen,Other,1247000,2,"1,000,000 to 4,999,999",48190,1,UN_Habitat_2020
5473212.37718636,1261507.54513339,2215,1715,Boosaaso,SOM-BAR,Bari,SO,Somalia,Provincial capital,0,0, ,0,0, 
5727164.75447773,4269568.65398588,2216,1716,Tehran,IRN-TER,Tehran,IR,Iran,National and provincial capital,8693706,1,"5,000,000 and greater",0,1,UN_Data_2010_2020
5267270.88719621,942198.556418444,2217,1717,Laascaanood,SOM-SOL,Sool,SO,Somalia,Provincial capital,0,0, ,0,0, 
5269119.34303463,1184884.4915776,2218,1718,Ceerigaabo,SOM-SAN,Sanaag,SO,Somalia,Provincial capital,0,0, ,0,0, 
5068744.25797742,1066173.43373666,2219,1719,Burao,SOM-TGD,Togdheer,SO,Somalia,Provincial capital,0,0, ,0,0, 
5396991.71277949,939014.339554408,2220,1720,Garoowe,SOM-NUG,Nugaal,SO,Somalia,Provincial capital,0,0, ,0,0, 
5279215.24031922,755729.492166016,2221,1721,Gaalkacyo,SOM-MUD,Mudug,SO,Somalia,Provincial capital,0,0, ,0,0, 
5177247.35565796,640269.1543391,2222,1722,Dhuusa Mareeb,SOM-GLG,Galguduud,SO,Somalia,Provincial capital,0,0, ,0,0, 
5031640.79279637,527587.099813793,2223,1723,Beledweyne,SOM-HII,Hiiraan,SO,Somalia,Provincial capital,0,0, ,0,0, 
5065037.32497376,311818.602029551,2224,1724,Jawhar,SOM-SDH,Shabeellaha Dhexe,SO,Somalia,Provincial capital,0,0, ,0,0, 
5047686.83446073,227270.420044021,2225,1725,Mogadishu,SOM-BND,Banaadir,SO,Somalia,National and provincial capital,2693000,2,"1,000,000 to 4,999,999",47160,0,UN_Habitat_2020
5752879.90280201,3849071.27979271,2226,1726,Esfahan,IRN-ESF,Esfahan,IR,Iran,Provincial capital,1961260,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
5661040.98211954,3805520.7478184,2227,1727,Shahr-E Kord,IRN-CMV,Chahar Mahall va Bakhtiari,IR,Iran,Provincial capital,190441,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
6051438.77161595,3749797.73264431,2228,1728,Yazd,IRN-YAZ,Yazd,IR,Iran,Provincial capital,529673,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
5743418.18602698,3588543.06078474,2229,1729,Yasuj,IRN-BAV,Kohkiluyeh va buyer Ahmadi,IR,Iran,Provincial capital,134532,5,"100,000 to 249,999",0,0,UN_Data_2010_2020
5847724.4294045,3452492.43303288,2230,1730,Shiraz,IRN-FAR,Fars,IR,Iran,Provincial capital,1565572,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
5340445.86037574,3424857.05359885,2231,1731,Kuwait,KWT-AKW,Al Kuwayt,KU,Kuwait,National and provincial capital,0,0, ,48370,0, 
5343335.26311636,3418141.53838985,2232,1732,Hawalli,KWT-HWL,Hawalli,KU,Kuwait,Provincial capital,0,0, ,0,1, 
5350905.43603194,3387997.76143711,2233,1733,Al-Ahmadi,KWT-AHM,Al Ahmadi,KU,Kuwait,Provincial capital,0,0, ,48361,0, 
5658703.5997458,3365722.63103846,2234,1734,Bushehr,IRN-BUS,Bushehr,IR,Iran,Provincial capital,223504,5,"100,000 to 249,999",48470,1,UN_Data_2010_2020
5575247.39000011,3040420.22495451,2235,1735,Ad Damman,SAU-ASH,Ash Sharqiyah,SA,Saudi Arabia,Provincial capital,903312,3,"500,000 to 999,999",48335,0,UN_Data_2010_2020
5634547.39407548,3031567.11402706,2236,1736,Al-Muharraq,BHR-AMH,Al Muharraq,BA,Bahrain,Provincial capital,0,0, ,0,0, 
5630911.5867021,3025940.92552809,2237,1737,Manama,BHR-AMN,Al Manamah,BA,Bahrain,National and provincial capital,0,0, ,48310,1, 
5625850.09821565,3025852.69172037,2238,1738,Jidd Hafs,BHR-JHF,Jidd Hafs,BA,Bahrain,Provincial capital,0,0, ,0,1, 
5627089.42686153,3014074.66955572,2239,1739,Ar Rifa,BHR-ARM,Ar Rifa wa al Mintaqah al Janubiyah,BA,Bahrain,Provincial capital,0,0, ,0,0, 
5634307.93226045,3011471.66057609,2240,1740,Sitrah,BHR-STR,Sitrah,BA,Bahrain,Provincial capital,0,0, ,48320,1, 
5206412.9536525,2832815.97487728,2241,1741,Riyadh,SAU-ARI,Ar Riyad,SA,Saudi Arabia,National and provincial capital,5188286,1,"5,000,000 and greater",0,0,UN_Data_2010_2020
5167784.64411888,3980431.33915454,2242,1742,Ilam,IRN-ILA,Ilam,IR,Iran,Provincial capital,194030,5,"100,000 to 249,999",0,1,UN_Data_2010_2020
5382631.83303939,3959723.95521609,2243,1743,Khorramabad,IRN-LRS,Lorestan,IR,Iran,Provincial capital,373416,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
5100547.78604261,3829387.4305858,2244,1744,Al-Kut,IRQ-WAS,Wasit,IZ,Iraq,Provincial capital,0,0, ,0,0, 
5248825.34566905,3741932.78629238,2245,1745,Al 'Amarah,IRQ-MYS,Maysan,IZ,Iraq,Provincial capital,0,0, ,0,0, 
5419477.80170143,3673986.80922497,2246,1746,Ahvaz,IRN-KHZ,Khuzestan,IR,Iran,Provincial capital,1184788,2,"1,000,000 to 4,999,999",0,0,UN_Data_2010_2020
5040768.89518027,3673725.29330542,2247,1747,As-Samawah,IRQ-AMT,Al Muthanna,IZ,Iraq,Provincial capital,0,0, ,0,0, 
5149194.84338151,3638334.50611973,2248,1748,An-Nasiriyah,IRQ-DQA,Dhi Qar,IZ,Iraq,Provincial capital,0,0, ,0,0, 
5316715.4321445,3568434.73817809,2249,1749,Al Basrah,IRQ-ABS,Al Basrah,IZ,Iraq,Other,1222000,2,"1,000,000 to 4,999,999",48400,1,UN_Habitat_2020
5309494.91879591,3417970.31612499,2250,1750,Al-Jahrah,KWT-AJH,Al Jahrah,KU,Kuwait,Provincial capital,0,0, ,0,0, 
6229532.13650083,2972970.58230604,2251,1751,Ra's Al-Khaymah,ARE-RAK,Ra's al Khaymah,AE,United Arab Emirates,Provincial capital,0,0, ,0,0, 
6185184.11783973,2946948.71967305,2252,1752,Umm Al Qaywayn,ARE-UAQ,Umm al Qaywayn,AE,United Arab Emirates,Provincial capital,0,0, ,48272,0, 
6171673.8402928,2925308.5969957,2253,1753,Ajman,ARE-AJM,'Ajman,AE,United Arab Emirates,Provincial capital,0,0, ,0,0, 
6168324.5618117,2921505.95583333,2254,1754,Sharjah,ARE-ASH,Ash Shariqah,AE,United Arab Emirates,Provincial capital,1543000,2,"1,000,000 to 4,999,999",48270,0,UN_Habitat_2020
5736553.33767282,2910712.08682415,2255,1755,Doha,QAT-ADW,Ad Dawhah,QA,Qatar,National and provincial capital,956457,3,"500,000 to 999,999",48290,0,UN_Data_2010_2020
6159196.47784937,2909067.88588966,2256,1756,Dubai,ARE-DBY,Dubayy,AE,United Arab Emirates,Provincial capital,3134000,2,"1,000,000 to 4,999,999",48275,0,UN_Habitat_2020
6052551.85733406,2811519.47834677,2257,1757,Abu Dhabi,ARE-AZA,Abu Zaby,AE,United Arab Emirates,National and provincial capital,1539000,2,"1,000,000 to 4,999,999",48278,0,UN_Habitat_2020
5085519.66433462,5359429.19612071,2258,1758,Groznyy,RUS-CHG,Chechenskaya Respublika,RS,Russia,Provincial capital,276524,4,"250,000 to 499,999",0,0,UN_Data_2010_2020
5288900.37373343,5308319.35692365,2259,1759,Machackala,RUS-DGS,Respublika Dagestan,RS,Russia,Provincial capital,0,0, ,0,0, 
5545491.6758595,4913136.81289354,2260,1760,Baku,AZE-BAK,Baku,AJ,Azerbaijan,National and provincial capital,2270030,2,"1,000,000 to 4,999,999",0,1,UN_Data_2010_2020
5895257.40626126,4869575.59159847,2261,1761,Turkmenbashi,TKM-KRS,Krasnovodsk,TX,Turkmenistan,Provincial capital,0,0, ,0,0, 
5399997.3371211,4135786.26374071,2262,1762,Hamadan,IRN-HMD,Hamadan,IR,Iran,Provincial capital,554406,3,"500,000 to 999,999",0,1,UN_Data_2010_2020
